t2	c128	86.22	56.00	12.25	85.789728349s
t2	c256	86.92	55.93	13.31	86.453614349s
t2	c512	79.23	55.54	12.71	78.783356796s
t4	c128	86.83	59.33	20.76	86.401689223s
t4	c256	78.56	59.07	20.19	78.095965702s
t8	c128	92.96	79.54	63.25	95.992579895s
t8	c256	90.77	73.43	44.90	92.723826657s
t8	c512	74.51	60.68	23.64	76.675593707s
t4	c512	77.65	58.71	19.35	80.001088883s
