t2	c128	2.51	1.92	0.46	2.498815063s
t2	c256	2.54	1.93	0.48	2.533156132s
t2	c512	2.24	1.84	0.28	2.227973654s
t4	c128	2.63	1.97	0.52	2.617810092s
t4	c256	3.44	2.54	0.73	3.434056585s
t4	c512	3.74	2.57	0.99	3.731635725s
t8	c128	3.31	2.47	0.66	3.307406805s
t8	c256	3.46	2.49	0.79	3.450098471s
t8	c512	2.93	2.16	0.61	2.921044945s
