t2	c128	72.85	56.32	13.56	75.478882164s
t2	c256	83.53	56.59	16.75	86.931754248s
t2	c512	74.48	56.60	12.56	77.076367737s
t4	c128	77.53	59.95	20.17	80.11751891s
t4	c256	80.33	61.10	21.46	84.537531733s
t4	c512	84.58	64.88	22.82	88.63156095s
t8	c128	90.38	76.48	60.01	94.677392697s
t8	c256	86.68	69.64	43.51	90.784392419s
t8	c512	80.82	60.97	22.49	83.572543442s
