t2	c128	21.11	15.48	7.47	22.596427597s
t2	c256	16.41	12.83	2.62	16.355176972s
t2	c512	15.04	12.94	2.70	16.539087119s
t4	c128	24.97	17.22	11.64	24.90737179s
t4	c256	14.09	12.74	2.15	15.599615173s
t4	c512	15.62	13.01	1.78	15.558123171s
t8	c128	26.22	19.29	15.43	27.733250107s
t8	c256	13.91	12.72	2.03	15.475048857s
t8	c512	15.62	12.72	2.13	15.567688054s
