t2	c128	1.64	1.44	0.18	1.547843636s
t2	c256	1.65	1.43	0.21	1.564442318s
t2	c512	1.66	1.43	0.21	1.571281752s
t4	c128	1.64	1.39	0.23	1.554614455s
t4	c256	1.64	1.43	0.19	1.549392335s
t4	c512	1.66	1.42	0.23	1.574195554s
t8	c128	1.67	1.44	0.21	1.576856308s
t8	c256	1.68	1.39	0.28	1.596278767s
t8	c512	1.66	1.40	0.25	1.581396898s
