t2	c128	17.48	15.32	6.11	16.162939524s
t2	c256	12.80	9.68	1.74	11.286038905s
t2	c512	13.92	9.81	1.69	11.39566051s
t4	c128	18.86	13.40	10.93	18.667263459s
t4	c256	11.61	9.80	1.75	11.423835857s
t4	c512	12.09	9.78	1.71	11.877626423s
t8	c128	23.64	16.32	16.07	22.3062748s
t8	c256	11.52	9.67	1.84	11.32638499s
t8	c512	16.20	9.77	1.75	11.423612172s
