t2	c128	18.43	11.54	7.47	18.370659296s
t2	c256	12.47	9.50	2.39	12.416101523s
t2	c512	11.88	9.71	2.55	13.26032439s
t4	c128	19.47	13.60	11.68	20.86925032s
t4	c256	12.14	9.50	1.98	12.082981177s
t4	c512	17.62	9.85	1.64	17.558669725s
t8	c128	21.67	15.37	16.07	23.073815529s
t8	c256	10.58	9.69	1.81	12.001699119s
t8	c512	14.49	9.68	1.87	14.433345729s
