t2	c128	2.60	1.98	0.48	2.594020808s
t2	c256	2.59	2.07	0.38	2.580738357s
t2	c512	2.64	1.97	0.54	2.633675392s
t4	c128	2.65	1.93	0.59	2.647125037s
t4	c256	2.64	1.91	0.61	2.634260215s
t4	c512	2.62	1.96	0.53	2.617141329s
t8	c128	2.65	2.03	0.48	2.641780842s
t8	c256	2.75	2.01	0.60	2.745848242s
t8	c512	2.77	2.05	0.59	2.761847702s
