t2	c128	80.95	65.34	11.74	85.277277269s
t2	c256	77.82	65.48	12.96	80.330853338s
t2	c512	83.00	65.08	11.79	87.452098685s
t4	c128	78.71	69.07	19.41	83.232091524s
t4	c256	80.74	68.89	19.61	83.541232344s
t4	c512	78.22	67.99	18.07	82.687679375s
t8	c128	96.93	87.35	58.87	101.367671624s
t8	c256	89.02	78.44	40.06	93.494071605s
t8	c512	79.45	69.50	21.43	83.93206498s
