t2	c128	22.22	15.50	8.48	23.675511644s
t2	c256	14.93	11.70	2.46	14.875778677s
t2	c512	12.94	11.46	2.32	14.481854381s
t4	c128	21.86	15.44	11.70	23.395658469s
t4	c256	14.18	11.28	2.08	14.126659495s
t4	c512	14.28	11.56	1.97	14.223108478s
t8	c128	24.31	17.98	16.04	25.888600295s
t8	c256	12.58	11.40	2.16	14.183673749s
t8	c512	13.87	11.35	1.93	13.820290978s
